rally,ball_round,roundscore_A,roundscore_B,player,type,backhand,landing_x,landing_y,getpoint_player,flaw,set,match_id,rally_id
17,2,14,3,Viktor AXELSEN,挑球,0,1.31559735294602,1.6727448721218,,,2,49,2280
17,3,14,3,Kento MOMOTA,切球,0,1.11600274998432,-0.65174779318864,,,2,49,2280
17,4,14,3,Viktor AXELSEN,網前球,1,1.12333335947404,0.370377245428417,,,2,49,2280
17,5,14,3,Kento MOMOTA,網前球,1,1.38212263443284,-0.079592195047889,,,2,49,2280
17,6,14,3,Viktor AXELSEN,挑球,1,-1.06257247247972,1.5427674038106,,,2,49,2280
17,7,14,3,Kento MOMOTA,殺球,0,0.751074607786018,-0.875040238198019,,,2,49,2280
17,8,14,3,Viktor AXELSEN,接殺防守,1,0.796605684732705,0.540655020214756,,,2,49,2280
17,9,14,3,Kento MOMOTA,網前球,1,-0.777861143596853,-0.290964699225634,,,2,49,2280
17,10,14,3,Viktor AXELSEN,網前球,0,-1.1228551662379,0.307566706775415,,,2,49,2280
17,11,14,3,Kento MOMOTA,挑球,0,0.791838915482771,-1.42114269862143,,,2,49,2280
17,12,14,3,Viktor AXELSEN,殺球,0,1.39351604280902,1.20856585900829,,,2,49,2280
17,13,14,3,Kento MOMOTA,接殺防守,1,1.08991296598893,-0.195591500511817,,,2,49,2280
17,14,14,3,Viktor AXELSEN,網前球,1,-1.16714282555272,0.279496901599999,,,2,49,2280
17,15,14,3,Kento MOMOTA,網前球,0,-1.32639114576953,-0.097132720779583,,,2,49,2280
17,16,14,3,Viktor AXELSEN,挑球,0,-0.993701918744954,1.67824991157047,,,2,49,2280
17,17,14,3,Kento MOMOTA,平球,0,0.76512967474991,-0.887878414410245,,,2,49,2280
17,18,14,3,Viktor AXELSEN,接殺防守,1,-0.932525380198952,0.453593461102319,,,2,49,2280
17,19,14,3,Kento MOMOTA,網前球,0,-1.06866173375674,-0.107919758989801,,,2,49,2280
17,20,14,3,Viktor AXELSEN,網前球,0,-1.10451180708716,0.222527892567492,,,2,49,2280
17,21,14,3,Kento MOMOTA,網前球,0,0.56010340143742,0.153233791033076,B,,2,49,2280
18,1,15,3,Viktor AXELSEN,發短球,1,-0.200453833486906,0.567419060823394,,,2,49,2281
18,2,15,3,Kento MOMOTA,挑球,1,-1.20521280200921,-1.44568533481988,,,2,49,2281
18,3,15,3,Viktor AXELSEN,切球,0,-1.01126966808393,0.627956141734935,,,2,49,2281
18,4,15,3,Kento MOMOTA,網前球,0,-1.27974911899135,-0.19247516730046,,,2,49,2281
18,5,15,3,Viktor AXELSEN,推撲球,0,-0.894209470695178,1.35379308122415,,,2,49,2281
18,6,15,3,Kento MOMOTA,殺球,0,-1.14812319171634,-1.34452046394417,A,,2,49,2281
19,1,16,3,Kento MOMOTA,發短球,1,0.665927050401421,-0.393534210714608,,,2,49,2282
19,2,16,3,Viktor AXELSEN,推撲球,1,-1.0098975051299,1.48543511365547,,,2,49,2282
19,3,16,3,Kento MOMOTA,切球,0,-1.18701697409395,-0.672084206168216,,,2,49,2282
19,4,16,3,Viktor AXELSEN,網前球,0,-1.10541111900935,0.550705990286579,,,2,49,2282
19,5,16,3,Kento MOMOTA,挑球,0,-1.38997816214958,-1.50420424671275,,,2,49,2282
19,6,16,3,Viktor AXELSEN,切球,0,-1.01231805930995,0.857479687689249,,,2,49,2282
19,7,16,3,Kento MOMOTA,推撲球,0,-1.34175483570464,-1.38719844295431,,,2,49,2282
19,8,16,3,Viktor AXELSEN,平球,0,-0.912734019375447,1.10834112955221,,,2,49,2282
19,9,16,3,Kento MOMOTA,平球,0,0.686542352402798,-0.887730257224829,,,2,49,2282
19,10,16,3,Viktor AXELSEN,平球,1,1.70223615200188,1.47269278116974,A,,2,49,2282
20,1,17,3,Kento MOMOTA,發短球,1,-0.262776514049562,-0.40349072337424,,,2,49,2283
20,2,17,3,Viktor AXELSEN,挑球,1,-0.93786532655711,1.52379504540153,,,2,49,2283
20,3,17,3,Kento MOMOTA,殺球,0,1.36490242457238,-0.825319021758986,,,2,49,2283
20,4,17,3,Viktor AXELSEN,接殺防守,1,1.3620300363807,0.460748792111821,,,2,49,2283
20,5,17,3,Kento MOMOTA,推撲球,1,-1.15417525473462,-1.43118802011368,,,2,49,2283
20,6,17,3,Viktor AXELSEN,切球,0,-1.15628827607376,0.307596887197688,,,2,49,2283
20,7,17,3,Kento MOMOTA,推撲球,0,0.892196767917543,-1.29221309394707,A,,2,49,2283
21,1,17,4,Kento MOMOTA,發短球,1,0.796078325351336,-0.405066113216805,,,2,49,2284
21,2,17,4,Viktor AXELSEN,推撲球,1,-0.773835396202022,1.48545123023433,,,2,49,2284
21,3,17,4,Kento MOMOTA,切球,0,1.72924854966918,-0.568935054315782,B,,2,49,2284
22,1,17,5,Kento MOMOTA,網前球,1,-0.163444989303285,-0.381010950379135,,,2,49,2285
22,2,17,5,Viktor AXELSEN,挑球,1,1.03247801330798,1.67268195076877,,,2,49,2285
22,3,17,5,Kento MOMOTA,切球,0,-0.440956048695848,-0.56541617011921,,,2,49,2285
22,4,17,5,Viktor AXELSEN,網前球,0,-1.01268040338438,0.231988899647879,,,2,49,2285
22,5,17,5,Kento MOMOTA,網前球,0,-1.20288255366909,-0.035102477522342,,,2,49,2285
22,6,17,5,Viktor AXELSEN,網前球,0,-1.2114525315421,0.164789045456145,,,2,49,2285
22,7,17,5,Kento MOMOTA,推撲球,0,-1.20748934282555,0.125690978936814,B,,2,49,2285
26,1,17,9,Viktor AXELSEN,發短球,1,0.666283978771936,0.618370748018224,,,2,49,2289
26,2,17,9,Kento MOMOTA,網前球,1,1.16491715623804,-0.174259640132425,,,2,49,2289
26,3,17,9,Viktor AXELSEN,網前球,1,-0.134663593565827,0.192755966577428,,,2,49,2289
26,4,17,9,Kento MOMOTA,網前球,0,0.143356946358136,0.034610303393337,,,2,49,2289
26,5,17,9,Viktor AXELSEN,挑球,1,-1.21241608678525,1.58655679591274,,,2,49,2289
26,6,17,9,Kento MOMOTA,殺球,0,-1.39430895954618,-1.1075549168889,,,2,49,2289
26,7,17,9,Viktor AXELSEN,接殺防守,0,-1.28919106585835,0.417913624199161,,,2,49,2289
26,8,17,9,Kento MOMOTA,推撲球,0,-0.557416746943653,-0.821795681167508,,,2,49,2289
26,9,17,9,Viktor AXELSEN,平球,0,0.526349340325303,0.903976901794281,,,2,49,2289
26,10,17,9,Kento MOMOTA,平球,1,0.878013932566651,-0.761749246030317,,,2,49,2289
26,11,17,9,Viktor AXELSEN,網前球,1,1.34982984181235,0.342540540100632,,,2,49,2289
26,12,17,9,Kento MOMOTA,網前球,1,1.29355469662511,-0.079484199593195,,,2,49,2289
26,13,17,9,Viktor AXELSEN,挑球,1,1.5011991314469,1.63020409764123,B,,2,49,2289
29,1,19,10,Kento MOMOTA,發短球,1,0.353543111893829,-0.43861618541275,,,2,49,2292
29,2,19,10,Viktor AXELSEN,挑球,1,0.968501543815239,1.52398546515009,,,2,49,2292
29,3,19,10,Kento MOMOTA,殺球,0,1.14700491657907,0.123212366535633,B,,2,49,2292
30,1,19,11,Viktor AXELSEN,發短球,1,0.571311186744054,0.601339202899209,,,2,49,2293
30,2,19,11,Kento MOMOTA,推撲球,1,1.17059587771064,-1.37852738377461,,,2,49,2293
30,3,19,11,Viktor AXELSEN,平球,1,0.605225176677117,0.872561105522463,,,2,49,2293
30,4,19,11,Kento MOMOTA,接殺防守,1,0.181745281735933,-0.723388218160766,,,2,49,2293
30,5,19,11,Viktor AXELSEN,挑球,1,-1.15866498080225,1.64191171483905,,,2,49,2293
30,6,19,11,Kento MOMOTA,切球,0,-1.03056794164647,-0.82092846159497,,,2,49,2293
30,7,19,11,Viktor AXELSEN,網前球,0,-1.20476087648942,0.344768403316912,,,2,49,2293
30,8,19,11,Kento MOMOTA,網前球,0,1.08663602827015,-0.217140197630227,,,2,49,2293
30,9,19,11,Viktor AXELSEN,推撲球,1,1.27591711108354,1.55564860883929,,,2,49,2293
30,10,19,11,Kento MOMOTA,殺球,0,1.04940949504865,-1.03208876858342,,,2,49,2293
30,11,19,11,Viktor AXELSEN,接殺防守,1,-1.13654519362532,0.353929398676883,,,2,49,2293
30,12,19,11,Kento MOMOTA,網前球,0,-1.10055283930188,-0.1927108276173,,,2,49,2293
30,13,19,11,Viktor AXELSEN,推撲球,0,0.916127073306294,1.36045540246854,B,,2,49,2293
32,1,21,11,Kento MOMOTA,發短球,1,-0.512959396111756,-0.380497448832981,,,2,49,2295
32,2,21,11,Viktor AXELSEN,挑球,1,-0.802584670785179,1.61751035935185,,,2,49,2295
32,3,21,11,Kento MOMOTA,殺球,0,1.22280124104549,-1.03243615608779,,,2,49,2295
32,4,21,11,Viktor AXELSEN,接殺防守,1,1.19512059476572,0.514081557104987,,,2,49,2295
32,5,21,11,Kento MOMOTA,推撲球,1,-0.988830581427268,-1.44619344004368,,,2,49,2295
32,6,21,11,Viktor AXELSEN,長球,0,-0.792517193104783,1.62365008962391,,,2,49,2295
32,7,21,11,Kento MOMOTA,長球,0,-1.28241463958593,-1.53424192247336,,,2,49,2295
32,8,21,11,Viktor AXELSEN,殺球,0,0.811768930146094,0.958053979785907,,,2,49,2295
32,9,21,11,Kento MOMOTA,接殺防守,1,1.32177855507069,-0.417226312874778,A,,2,49,2295
